loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1596,1, Not Graduate, No,8600000,31500000,16,678,19700000,13400000,22200000,5300000, Approved
1597,2, Not Graduate, Yes,5400000,14800000,6,724,1000000,400000,13100000,5400000, Approved
1598,0, Graduate, No,5400000,18400000,8,625,12100000,3000000,13000000,4800000, Approved
1599,4, Graduate, Yes,300000,900000,4,797,300000,400000,600000,400000, Approved
1600,3, Graduate, No,7400000,28800000,8,391,20000000,7900000,23600000,7200000, Rejected
1601,5, Not Graduate, No,2200000,5400000,12,833,4900000,3300000,7000000,1600000, Approved
1602,5, Graduate, No,4000000,9100000,10,515,600000,6400000,9900000,5500000, Rejected
1603,0, Not Graduate, Yes,2000000,6900000,4,404,4900000,1600000,4200000,3000000, Approved
1604,4, Not Graduate, No,6400000,14800000,6,537,2300000,3700000,18600000,6500000, Rejected
1605,5, Not Graduate, Yes,1400000,5100000,4,348,2100000,900000,4000000,1300000, Approved
1606,2, Not Graduate, Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000, Rejected
1607,4, Not Graduate, Yes,6100000,21200000,6,808,700000,7200000,22300000,6100000, Approved
1608,4, Not Graduate, Yes,2400000,9400000,2,871,3700000,300000,7100000,3500000, Approved
1609,4, Graduate, Yes,6000000,17000000,12,607,15300000,3200000,22100000,3900000, Approved
1610,3, Not Graduate, Yes,1800000,6400000,20,436,1500000,2900000,4400000,1300000, Rejected
1611,3, Graduate, No,2800000,9400000,10,519,7000000,3500000,7700000,1500000, Rejected
1612,3, Graduate, Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000, Rejected
1613,1, Not Graduate, No,1000000,3400000,18,578,2300000,400000,3100000,1200000, Approved
1614,0, Graduate, No,4600000,18100000,14,442,2800000,200000,15600000,3300000, Rejected
1615,2, Not Graduate, No,7800000,16900000,6,751,17400000,6300000,20400000,11700000, Approved
1616,5, Not Graduate, No,9800000,26600000,12,664,5200000,2900000,22500000,14100000, Approved
1617,3, Graduate, Yes,4300000,16600000,10,571,5700000,3700000,12800000,5800000, Approved
1618,5, Not Graduate, No,1100000,3900000,20,858,3200000,1200000,3800000,1100000, Approved
1619,3, Graduate, Yes,5300000,20300000,14,432,15000000,0,17200000,5900000, Rejected
1620,1, Not Graduate, Yes,8700000,33800000,18,558,18300000,11500000,31500000,5900000, Approved
1621,0, Not Graduate, No,3800000,14800000,10,390,5900000,5700000,9500000,4600000, Rejected
1622,4, Graduate, No,3100000,6300000,4,370,8600000,4100000,8800000,2800000, Rejected
1623,3, Not Graduate, Yes,6000000,21300000,4,802,4700000,8900000,17300000,7600000, Approved
1624,0, Not Graduate, No,1900000,6700000,12,595,3000000,3200000,4900000,1700000, Approved
1625,5, Graduate, Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000, Approved
1626,3, Not Graduate, No,2000000,5800000,8,799,3000000,3100000,5500000,1000000, Approved
1627,5, Graduate, No,9200000,18600000,20,497,1000000,300000,24200000,10700000, Rejected
1628,0, Not Graduate, Yes,6100000,15900000,18,456,12900000,10800000,19100000,8800000, Rejected
1629,0, Not Graduate, No,3300000,9000000,16,797,3000000,6400000,10300000,3300000, Approved
1630,1, Not Graduate, No,5800000,18700000,20,586,14100000,3000000,15600000,6000000, Approved
1631,5, Not Graduate, No,8500000,23400000,16,604,25100000,16500000,24500000,4800000, Approved
1632,0, Not Graduate, Yes,4100000,12800000,8,799,3700000,700000,9400000,2700000, Approved
1633,2, Graduate, No,7800000,26400000,4,763,2200000,8400000,16600000,6700000, Approved
1634,0, Graduate, No,7500000,23000000,14,725,8900000,4800000,20200000,7100000, Approved
1635,4, Graduate, Yes,600000,2300000,6,495,1700000,600000,2000000,300000, Rejected
1636,1, Not Graduate, No,2900000,11500000,20,431,3600000,3800000,5900000,3100000, Rejected
1637,5, Not Graduate, No,900000,2200000,2,415,600000,1700000,2900000,700000, Rejected
1638,5, Graduate, Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000, Rejected
1639,3, Not Graduate, No,2600000,8100000,12,425,7300000,1900000,6800000,2200000, Rejected
1640,5, Graduate, Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000, Approved
1641,2, Not Graduate, No,200000,300000,20,519,0,0,400000,300000, Rejected
1642,3, Graduate, No,1500000,3200000,4,767,2000000,400000,3700000,1400000, Approved
1643,5, Graduate, No,4400000,15300000,4,401,200000,5400000,17500000,2400000, Approved
1644,0, Not Graduate, No,9100000,26400000,6,518,15800000,1100000,35300000,5700000, Rejected
1645,2, Graduate, Yes,900000,2300000,20,367,0,1200000,3400000,1300000, Rejected
1646,5, Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000, Rejected
1647,2, Graduate, No,300000,900000,8,735,800000,400000,500000,100000, Approved
1648,1, Graduate, Yes,1000000,3000000,10,813,2900000,500000,3300000,800000, Approved
1649,1, Graduate, Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000, Approved
1650,2, Not Graduate, No,9700000,37700000,6,601,300000,3100000,23800000,11800000, Approved
1651,4, Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000, Approved
1652,2, Not Graduate, No,4700000,14600000,20,597,8200000,6000000,14100000,6800000, Approved
1653,2, Not Graduate, No,6600000,15000000,16,401,13600000,6600000,23500000,3300000, Rejected
1654,3, Not Graduate, No,5500000,17600000,8,882,5800000,7800000,20300000,3100000, Approved
1655,4, Graduate, No,5800000,14700000,10,692,2300000,10100000,17700000,3900000, Approved
1656,5, Not Graduate, No,8300000,20700000,2,537,8400000,14300000,19700000,7800000, Rejected
1657,5, Graduate, Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000, Approved
1658,2, Not Graduate, No,2900000,11000000,2,835,4900000,3200000,11500000,1400000, Approved
1659,1, Graduate, Yes,800000,2500000,4,409,1300000,1000000,3100000,900000, Approved
1660,5, Graduate, Yes,3400000,12800000,10,760,9800000,4300000,11000000,4600000, Approved
1661,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000, Approved
1662,0, Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000, Approved
1663,2, Graduate, No,7500000,19900000,10,790,3500000,13000000,19900000,5900000, Approved
1664,3, Graduate, Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000, Rejected
1665,1, Graduate, Yes,6700000,18800000,6,798,8700000,5900000,18000000,6100000, Approved
1666,3, Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000, Approved
1667,4, Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000, Rejected
1668,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000, Approved
1669,3, Not Graduate, No,6000000,18700000,10,387,6600000,6200000,23300000,6700000, Rejected
1670,2, Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000, Approved
1671,5, Not Graduate, No,300000,600000,4,418,500000,200000,700000,200000, Rejected
1672,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000, Rejected
1673,0, Graduate, Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000, Approved
1674,4, Graduate, No,3400000,12700000,2,741,3300000,6100000,7700000,3700000, Approved
1675,4, Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000, Approved
1676,5, Not Graduate, Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000, Approved
1677,0, Not Graduate, No,1900000,3800000,16,542,800000,500000,4000000,2100000, Rejected
1678,5, Graduate, Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000, Approved
1679,1, Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000, Approved
1680,3, Graduate, No,500000,2000000,12,890,800000,700000,1800000,400000, Approved
1681,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000, Rejected
1682,4, Not Graduate, Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000, Approved
1683,3, Not Graduate, No,5100000,11000000,16,826,11800000,2900000,12900000,2700000, Approved
1684,5, Graduate, Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000, Approved
1685,0, Graduate, Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000, Approved
1686,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000, Rejected
1687,1, Graduate, Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000, Rejected
1688,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000, Rejected
1689,5, Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000, Rejected
1690,2, Not Graduate, No,3700000,9200000,10,819,8500000,2000000,10200000,3100000, Approved
1691,4, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000, Approved
1692,0, Not Graduate, No,4800000,15700000,10,398,4900000,7400000,17100000,6400000, Rejected
1693,0, Graduate, Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000, Approved
1694,5, Graduate, Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000, Rejected
1695,0, Graduate, Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000, Rejected
1696,3, Not Graduate, Yes,200000,700000,18,526,400000,100000,500000,0, Rejected
1697,5, Not Graduate, Yes,9700000,27400000,2,328,0,18400000,22000000,7900000, Rejected
1698,5, Not Graduate, Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000, Approved
1699,0, Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000, Rejected
1700,0, Graduate, Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000, Rejected
1701,3, Graduate, No,6600000,14600000,10,841,15300000,12100000,14800000,6000000, Approved
1702,4, Not Graduate, No,2800000,8300000,14,352,4900000,2600000,7100000,3700000, Rejected
1703,4, Graduate, No,700000,1800000,18,728,400000,1300000,2200000,600000, Approved
1704,0, Not Graduate, No,7400000,25500000,6,463,2300000,5600000,26800000,8400000, Rejected
1705,5, Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000, Rejected
1706,1, Graduate, Yes,600000,1900000,8,445,1200000,100000,1600000,300000, Rejected
1707,5, Graduate, No,1000000,3000000,4,896,2800000,1100000,2000000,1100000, Approved
1708,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000, Approved
1709,4, Not Graduate, No,8600000,20900000,10,867,24300000,7200000,23700000,9900000, Approved
1710,3, Not Graduate, Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000, Approved
1711,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000, Approved
1712,2, Not Graduate, No,7900000,20900000,2,723,1700000,1800000,16300000,7100000, Approved
1713,1, Graduate, Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000, Approved
1714,5, Graduate, Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000, Rejected
1715,3, Graduate, Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000, Rejected
1716,4, Not Graduate, No,7600000,23900000,8,672,2500000,1600000,20200000,6700000, Approved
1717,4, Graduate, No,5100000,12300000,20,410,9200000,9200000,18700000,5600000, Rejected
1718,5, Graduate, No,3600000,11600000,14,546,8500000,300000,12000000,4800000, Rejected
1719,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,2600000,300000, Rejected
1720,2, Not Graduate, Yes,9800000,38200000,10,743,5400000,14800000,24300000,5300000, Approved
1721,0, Graduate, Yes,3700000,11600000,10,747,0,4500000,9000000,3500000, Approved
1722,2, Graduate, Yes,4200000,15800000,6,710,12300000,3700000,12600000,4600000, Approved
1723,3, Not Graduate, No,2200000,8300000,18,314,1100000,900000,5800000,2000000, Rejected
1724,0, Graduate, Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000, Approved
1725,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000, Approved
1726,2, Not Graduate, No,8100000,17500000,4,674,10800000,12700000,23200000,9300000, Approved
1727,2, Not Graduate, No,9000000,27300000,14,353,22600000,4400000,26900000,7200000, Rejected
1728,4, Not Graduate, No,3800000,14100000,8,727,3900000,4900000,8200000,5400000, Approved
1729,1, Graduate, No,7400000,17900000,6,460,2600000,1300000,25900000,5000000, Rejected
1730,1, Not Graduate, Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000, Rejected
1731,2, Graduate, Yes,5700000,15100000,18,330,5900000,3800000,16600000,6200000, Rejected
1732,5, Graduate, No,700000,2400000,16,447,1300000,700000,2600000,800000, Rejected
1733,1, Not Graduate, No,9300000,28900000,6,526,11100000,1600000,19700000,11000000, Rejected
1734,0, Graduate, No,9500000,28400000,18,577,6200000,10300000,30200000,14100000, Approved
1735,4, Graduate, Yes,8700000,23400000,16,372,10600000,11700000,20000000,8000000, Rejected
1736,5, Graduate, Yes,7300000,21000000,14,759,15500000,8000000,20300000,10800000, Approved
1737,1, Graduate, No,7900000,25700000,20,681,14900000,3000000,18100000,8800000, Approved
1738,0, Not Graduate, No,6900000,22900000,10,313,5600000,9300000,26200000,8000000, Rejected
1739,5, Graduate, Yes,7700000,24400000,8,453,1400000,7700000,22000000,10000000, Rejected
1740,3, Not Graduate, No,6900000,22700000,4,650,900000,13400000,15500000,6400000, Approved
1741,1, Graduate, No,2900000,9600000,4,658,8200000,4300000,7000000,2700000, Approved
1742,4, Graduate, Yes,5500000,18900000,6,379,13900000,9100000,18500000,3100000, Rejected
1743,5, Not Graduate, No,2600000,8200000,4,849,7400000,2000000,8900000,2700000, Approved
1744,0, Graduate, No,500000,1600000,18,865,1400000,400000,1000000,200000, Approved
1745,0, Graduate, No,1800000,6900000,10,853,900000,400000,3700000,1700000, Rejected
1746,0, Not Graduate, No,2000000,4700000,2,820,4700000,500000,7900000,1200000, Approved
1747,1, Not Graduate, No,5100000,15300000,4,721,7000000,6100000,15300000,5900000, Approved
1748,1, Not Graduate, No,6600000,19700000,12,758,16000000,4400000,18800000,9500000, Approved
1749,0, Graduate, No,6900000,20700000,16,857,17100000,13700000,14600000,8800000, Approved
1750,4, Graduate, Yes,4700000,12500000,8,678,13700000,200000,9800000,7000000, Approved
1751,1, Graduate, No,7900000,15800000,8,551,800000,3500000,18700000,8300000, Approved
1752,3, Not Graduate, No,3500000,13700000,4,439,5200000,2800000,13000000,4400000, Approved
1753,2, Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000, Approved
1754,5, Not Graduate, No,2700000,8200000,2,848,7000000,1000000,6200000,1500000, Approved
1755,2, Not Graduate, No,9900000,19900000,6,312,21400000,2200000,31400000,11000000, Rejected
1756,2, Not Graduate, No,9100000,18600000,20,403,18400000,11700000,20300000,9200000, Rejected
1757,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000, Approved
1758,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000, Approved
1759,4, Not Graduate, No,7100000,28200000,14,496,6300000,10900000,27700000,4600000, Rejected
1760,5, Graduate, Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000, Rejected
1761,4, Graduate, No,9300000,35900000,18,461,9800000,12700000,26200000,11400000, Rejected
1762,5, Graduate, No,6800000,19300000,6,865,12100000,100000,22900000,9000000, Approved
1763,5, Not Graduate, No,5600000,13600000,4,449,5900000,5700000,18800000,4300000, Rejected
1764,1, Not Graduate, Yes,1900000,4700000,2,870,4700000,2300000,3900000,2300000, Approved
1765,5, Not Graduate, No,8400000,19500000,6,815,5300000,2500000,24000000,7200000, Approved
1766,1, Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000, Approved
1767,3, Graduate, Yes,800000,2500000,20,395,1500000,300000,1600000,500000, Rejected
1768,2, Not Graduate, No,4400000,10600000,20,488,10800000,2400000,13200000,4600000, Rejected
1769,2, Not Graduate, Yes,8700000,19900000,10,829,7500000,10500000,20200000,8400000, Approved
1770,4, Not Graduate, No,7400000,15400000,6,677,22000000,13500000,28900000,7400000, Approved
1771,4, Not Graduate, Yes,5700000,14400000,12,645,14500000,8600000,12900000,4700000, Approved
1772,5, Not Graduate, Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000, Approved
1773,3, Graduate, Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000, Approved
1774,4, Graduate, No,2200000,6100000,12,330,5500000,2900000,5000000,2200000, Rejected
1775,3, Graduate, Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000, Rejected
1776,2, Graduate, Yes,3900000,9700000,8,539,4400000,7600000,7900000,5100000, Rejected
1777,2, Graduate, Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000, Approved
1778,4, Not Graduate, Yes,6900000,22000000,10,512,6100000,9100000,20600000,3900000, Rejected
1779,2, Graduate, Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000, Approved
1780,2, Not Graduate, Yes,1900000,4600000,16,631,3200000,2700000,4500000,2700000, Approved
1781,2, Graduate, No,2200000,6800000,20,546,4600000,200000,4500000,2200000, Rejected
1782,4, Not Graduate, No,7400000,17900000,6,384,13400000,12300000,22400000,4700000, Rejected
1783,2, Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000, Approved
1784,4, Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000, Rejected
1785,5, Graduate, No,700000,1700000,18,757,1900000,200000,2100000,600000, Approved
1786,1, Graduate, No,1800000,5400000,4,415,4400000,2000000,5600000,1800000, Approved
1787,5, Graduate, Yes,4300000,13800000,18,618,9600000,800000,14000000,2400000, Approved
1788,4, Graduate, No,8000000,27100000,8,524,16900000,10900000,25600000,8400000, Rejected
1789,0, Not Graduate, No,1100000,4100000,18,887,400000,1300000,2600000,1300000, Approved
1790,2, Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000, Approved
1791,5, Graduate, Yes,1400000,2700000,16,320,900000,2500000,2700000,2000000, Rejected
1792,5, Graduate, No,2500000,6400000,16,590,3200000,3900000,5800000,3500000, Approved
1793,5, Graduate, No,8100000,25300000,8,796,15900000,12600000,21500000,7800000, Approved
1794,4, Not Graduate, No,4800000,10100000,12,634,9200000,300000,15000000,6900000, Approved
1795,4, Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000, Approved
1796,5, Graduate, Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000, Rejected
1797,2, Graduate, No,5400000,20600000,18,621,11200000,2200000,11600000,5500000, Approved
1798,4, Graduate, Yes,2900000,5900000,18,621,200000,3100000,8500000,3500000, Approved
1799,0, Graduate, No,6600000,15200000,18,497,1500000,6900000,14500000,9300000, Rejected
1800,0, Graduate, No,5700000,17200000,8,386,4200000,7100000,14400000,2900000, Rejected
1801,0, Graduate, No,7400000,24100000,16,779,800000,2900000,28900000,4900000, Approved
1802,3, Not Graduate, Yes,7800000,17700000,6,876,15600000,15200000,25100000,10800000, Approved
1803,3, Graduate, Yes,7200000,16500000,18,515,7800000,6300000,17300000,10600000, Rejected
1804,2, Not Graduate, No,7600000,19300000,12,463,5400000,1500000,16000000,9600000, Rejected
1805,4, Not Graduate, Yes,7000000,26700000,4,486,10600000,12200000,18800000,6000000, Approved
1806,0, Graduate, No,6500000,16200000,4,812,17200000,10700000,20200000,6200000, Approved
1807,1, Not Graduate, No,5700000,21800000,18,657,14100000,3200000,21800000,3200000, Approved
1808,1, Graduate, No,8700000,34000000,16,663,5400000,10700000,17800000,8100000, Approved
1809,1, Not Graduate, No,4400000,12100000,4,884,9800000,6500000,15000000,6000000, Approved
1810,1, Graduate, Yes,5600000,16800000,16,528,7500000,6500000,12300000,3900000, Rejected
1811,5, Not Graduate, No,3800000,10500000,10,759,1800000,6700000,8100000,5300000, Approved
1812,3, Not Graduate, Yes,5500000,20400000,10,546,10600000,8200000,13500000,4000000, Rejected
1813,4, Not Graduate, No,1900000,4000000,10,388,500000,1400000,5600000,900000, Rejected
1814,5, Graduate, Yes,6400000,20000000,12,594,100000,2100000,16500000,5500000, Approved
1815,1, Not Graduate, Yes,3800000,11100000,6,760,2100000,1800000,8700000,5700000, Approved
1816,4, Not Graduate, Yes,6300000,16900000,16,582,16000000,3600000,23700000,6000000, Approved
1817,3, Graduate, Yes,4400000,15300000,16,865,1200000,8400000,15000000,3400000, Approved
1818,5, Graduate, Yes,8700000,26400000,10,318,11800000,2900000,23200000,9200000, Rejected
1819,4, Not Graduate, No,4100000,13100000,14,772,11200000,4200000,10500000,3800000, Approved
1820,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000, Approved
1821,4, Graduate, Yes,9800000,22100000,4,364,16800000,11100000,26500000,7300000, Rejected
1822,2, Not Graduate, No,9300000,32300000,4,586,14300000,6400000,37000000,10400000, Approved
1823,2, Graduate, Yes,7900000,17100000,16,605,19200000,14100000,21900000,10400000, Approved
1824,5, Not Graduate, No,6700000,23200000,18,672,1600000,6700000,20800000,5400000, Approved
1825,4, Graduate, Yes,4700000,11000000,4,321,10100000,100000,9600000,6900000, Rejected
1826,0, Graduate, Yes,5800000,21800000,2,561,4400000,7200000,15000000,4200000, Approved
1827,5, Graduate, Yes,5400000,21400000,12,399,4000000,9700000,12400000,6800000, Rejected
1828,0, Graduate, No,1400000,5400000,8,592,4100000,400000,4300000,800000, Approved
1829,2, Not Graduate, No,2500000,8600000,8,835,2500000,4000000,7700000,1300000, Approved
1830,5, Not Graduate, Yes,500000,1800000,20,615,500000,700000,1100000,300000, Approved
1831,3, Not Graduate, Yes,5300000,19500000,4,591,13200000,4700000,19800000,7900000, Approved
1832,0, Graduate, Yes,2800000,6800000,12,349,4100000,2000000,11100000,1400000, Rejected
1833,1, Graduate, Yes,9600000,29900000,18,478,18500000,15200000,38200000,9400000, Rejected
1834,2, Not Graduate, Yes,2800000,7000000,2,834,500000,2900000,8100000,1300000, Approved
1835,0, Not Graduate, No,2500000,5800000,20,671,7400000,500000,7500000,2000000, Approved
1836,3, Graduate, No,4100000,11700000,10,729,6900000,6200000,15400000,2100000, Approved
1837,5, Not Graduate, Yes,4500000,12700000,8,307,11000000,3800000,12600000,2700000, Rejected
1838,3, Not Graduate, Yes,5800000,16600000,10,444,13300000,5900000,15000000,8500000, Rejected
1839,4, Not Graduate, No,8600000,26700000,10,895,2200000,8800000,22600000,6900000, Approved
1840,2, Graduate, No,2900000,10500000,20,708,4200000,600000,7700000,4300000, Approved
1841,2, Not Graduate, Yes,8300000,17600000,2,355,1000000,700000,28400000,6800000, Rejected
1842,4, Graduate, No,5600000,12000000,4,719,5600000,2900000,14500000,3400000, Approved
1843,1, Graduate, Yes,9500000,35400000,14,439,400000,1200000,20200000,13500000, Rejected
1844,4, Not Graduate, Yes,4900000,15900000,10,668,10800000,8300000,14900000,2800000, Approved
1845,4, Not Graduate, Yes,5900000,16500000,2,765,13000000,9400000,20000000,3500000, Approved
1846,5, Graduate, Yes,500000,1500000,4,476,200000,200000,1100000,700000, Approved
1847,3, Graduate, No,7000000,21700000,14,781,5400000,8500000,19300000,9600000, Approved
1848,3, Graduate, Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000, Approved
1849,1, Not Graduate, Yes,7500000,22500000,14,469,12300000,9600000,16200000,4500000, Rejected
1850,2, Not Graduate, No,8800000,22400000,14,692,21700000,5100000,18600000,10900000, Approved
1851,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000, Approved
1852,3, Graduate, No,1000000,4000000,6,625,700000,100000,2800000,500000, Approved
1853,3, Graduate, No,8800000,33700000,12,397,17300000,16000000,22200000,8800000, Rejected
1854,5, Graduate, No,3200000,12200000,6,493,7700000,6200000,6700000,2100000, Rejected
1855,2, Not Graduate, Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000, Rejected
1856,5, Not Graduate, Yes,6900000,15700000,14,887,13800000,5300000,25200000,4500000, Approved
1857,5, Graduate, Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000, Rejected
1858,5, Graduate, Yes,5000000,16400000,14,525,13000000,9100000,15300000,3300000, Rejected
1859,0, Not Graduate, Yes,3000000,11000000,16,331,8000000,4500000,6600000,2400000, Rejected
1860,0, Not Graduate, No,7900000,26200000,18,845,14200000,14700000,27400000,6300000, Approved
1861,5, Not Graduate, No,2700000,8700000,14,772,2200000,2800000,7600000,3700000, Approved
1862,1, Graduate, No,2800000,6900000,14,553,400000,4900000,6800000,4200000, Approved
1863,1, Not Graduate, No,5100000,20000000,4,506,7900000,8900000,20300000,6700000, Approved
1864,3, Graduate, No,2800000,8500000,20,431,6200000,1700000,7800000,2200000, Rejected
1865,1, Not Graduate, No,1600000,5600000,6,846,600000,2800000,4600000,1200000, Approved
1866,4, Graduate, Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000, Approved
1867,1, Graduate, No,4600000,16700000,16,407,13000000,6000000,9800000,2800000, Rejected
1868,3, Not Graduate, Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000, Approved
1869,4, Not Graduate, Yes,800000,2400000,2,461,1300000,1300000,2300000,300000, Approved
1870,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000, Approved
1871,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000, Approved
1872,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000, Approved
1873,1, Graduate, No,7800000,23900000,4,313,2600000,15300000,23000000,10900000, Approved
1874,0, Not Graduate, No,5800000,19600000,14,673,8900000,10700000,18000000,7200000, Approved
1875,1, Graduate, No,600000,1200000,14,443,700000,1000000,2200000,800000, Rejected
1876,5, Graduate, Yes,9500000,21700000,16,307,27500000,2700000,28500000,9700000, Rejected
1877,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000, Approved
1878,5, Not Graduate, No,4900000,14100000,2,802,3300000,7500000,16100000,2700000, Approved
1879,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000, Approved
1880,4, Not Graduate, Yes,3900000,8900000,10,665,9300000,4000000,9200000,5300000, Approved
1881,2, Not Graduate, No,8300000,20800000,6,667,19300000,4100000,25400000,6800000, Approved
1882,0, Graduate, Yes,2900000,7200000,16,332,3600000,5700000,7600000,3600000, Rejected
1883,4, Graduate, No,7900000,31500000,20,534,12400000,8500000,21600000,6400000, Rejected
1884,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000, Approved
1885,0, Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000, Approved
1886,5, Graduate, Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000, Rejected
1887,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000, Rejected
1888,0, Graduate, Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000, Approved
1889,4, Graduate, No,5100000,18800000,10,694,6400000,5300000,13500000,4100000, Approved
1890,1, Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000, Approved
1891,5, Graduate, No,3600000,12800000,4,320,2500000,2900000,12600000,2900000, Approved
1892,0, Not Graduate, Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000, Approved
1893,4, Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000, Approved
1894,4, Not Graduate, No,7400000,18300000,10,601,16400000,12600000,28800000,6100000, Approved
1895,2, Graduate, No,6000000,17400000,16,806,1800000,2100000,20200000,3500000, Approved
1896,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000, Approved
1897,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000, Approved
1898,1, Graduate, No,1000000,2100000,6,715,2200000,1000000,2200000,1100000, Approved
1899,1, Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000, Rejected
